City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
1802204,luancheng,CN,1644099835,37.8792,114.6517,19.56,41,13,1.01
57000,hobyo,SO,1644099835,5.3505,48.5268,75.56,72,3,10.85
1488206,ust-ishim,RU,1644099835,57.6935,71.1665,13.01,91,100,4.54
2038665,alihe,CN,1644099836,50.5667,123.7167,-7.65,97,87,3.27
649924,kuusamo,FI,1644099836,65.9667,29.1833,17.64,86,100,12.66
609924,emba,KZ,1644099836,48.8264,58.1442,19.11,95,100,4.07
643497,oulainen,FI,1644099837,64.2667,24.8,28.26,95,94,7.18
1185239,sarankhola,BD,1644099837,22.3082,89.7897,57.13,62,0,4.32
1529376,korla,CN,1644099662,41.7597,86.1469,22.87,42,72,8.9
2064735,nhulunbuy,AU,1644099837,-12.2333,136.7667,79.41,89,76,3.44
1528998,yumen,CN,1644099838,40.2833,97.2,15.31,39,100,13.04
562580,foki,RU,1644099838,56.693,54.3499,16.07,96,100,3.15
1052373,beira,MZ,1644099838,-19.8436,34.8389,82.49,65,75,14.97
1506268,gornopravdinsk,RU,1644099516,60.05,69.9,16.54,98,100,2.95
3899695,ancud,CL,1644099450,-41.8697,-73.8203,68.23,63,15,4.76
1011918,danielskuil,ZA,1644099839,-28.1887,23.5395,68.63,60,12,8.41
1153668,chiang rai,TH,1644099839,19.9167,99.9167,66.18,96,75,8.05
5847411,kahului,US,1644099840,20.8947,-156.47,82.42,66,40,11.5
1266397,kodinar,IN,1644099840,20.7903,70.7031,62.49,76,2,8.41
3945985,camana,PE,1644099840,-16.6228,-72.7111,72.84,73,13,6.29
986134,kuruman,ZA,1644099841,-27.4524,23.4325,70.61,61,47,11.07
777682,skjervoy,NO,1644099841,70.0311,20.9714,31.46,66,95,21.59
3663517,manaus,BR,1644099841,-3.1019,-60.025,84.7,83,40,2.3
5392171,san jose,US,1644099599,37.3394,-121.895,67.86,39,100,0.0
3397865,itaueira,BR,1644099842,-7.6033,-43.0256,80.06,64,54,2.24
5942913,dryden,CA,1644099842,49.7833,-92.7503,8.89,72,100,11.5
3058083,poltar,SK,1644099842,48.4309,19.7941,32.76,81,57,4.29
53654,mogadishu,SO,1644099843,2.0371,45.3438,76.89,83,13,15.82
2138607,pouebo,NC,1644099843,-20.4,164.5667,82.71,63,98,5.3
4946620,palmer,US,1644099734,42.1584,-72.3287,21.81,58,20,3.0
1798760,pingliang,CN,1644099843,35.5392,106.6861,18.41,96,100,2.75
191038,kitui,KE,1644099844,-1.367,38.0106,67.89,64,100,1.59
964420,port elizabeth,ZA,1644099797,-33.918,25.5701,70.11,94,40,16.11
1625929,sungaipenuh,ID,1644099844,-2.0833,101.3833,63.34,99,100,1.81
5983720,iqaluit,CA,1644099845,63.7506,-68.5145,-27.67,68,75,2.3
6620339,karratha,AU,1644099804,-20.7377,116.8463,83.61,74,74,7.67
